,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1.2902643273167334,17.52837500847666,1.5306860970570535,8.85749249024546,4.671268790655049,8.892010963218741,4.473907977332026,3.063496414358237,2.2498391713112653,4.0009863554804,2.432831976656259,4.549997267701719,5.5212011897377336,3.3819457681836775
1,1.2902643273167334,16.25963106900154,1.5933457618488627,7.800425485236743,3.353731439444651,7.001583435605308,4.234234335689238,2.7631536286368408,2.0891363733604607,2.2363591855960316,1.8893269605947545,4.593747241429621,4.788796950282729,3.334312729195175
2,1.2902643273167334,16.210359459701536,2.1125258415524244,9.732306563356122,5.569589711934867,7.071599269961362,4.473907977332026,3.2437020857910746,2.4105419692620695,4.909507274628788,2.4500861041502753,4.506247293973818,4.464848921293014,3.7630100800916972
3,1.2902643273167334,17.700825641026675,1.7455192334861136,9.112646594902737,5.030597159166977,7.911789282233999,6.151623468831535,3.4939877405589046,1.9284335754096558,3.808799237968241,3.3645548613331244,3.7624977405994984,4.85922043484571,4.699793180198913
4,1.2902643273167334,16.308902678301546,2.3184075972969405,10.461318290948341,6.288246448958721,8.261868454014264,4.473907977332026,2.693073645301849,3.133704560040691,3.1798232170193574,1.8634457693537307,4.549997267701719,4.126816195390704,2.3340189104366225
5,1.2902643273167334,17.491421301501656,1.5754430004797744,8.930393663004683,4.55149266781774,7.841773447877945,5.224885387812758,3.3938734786517726,2.7319475651636793,3.441896559081392,2.911634014615204,4.593747241429621,4.014138620089934,4.604527102221908
6,1.2902643273167334,17.72546144567668,1.6739081880097604,8.930393663004683,4.371828483561777,6.721520098181096,3.9945606940464513,2.5228794000597246,2.4105419692620695,3.459368115218861,2.264604233589603,4.462497320245917,5.042321494709461,4.0964413530112145
7,1.2902643273167334,17.318970668951643,1.924546847176997,9.513603045078456,5.270149404841595,8.471915957082423,4.15434312180831,2.512867973869011,2.4908933682374723,2.1839445171836243,2.178333596119523,4.637497215157522,5.042321494709461,4.112319032674049
8,1.2902643273167334,18.26744914797673,1.468026432265244,7.909777244375575,4.192164299305814,6.7915359325371485,4.473907977332026,2.9834050048325316,2.330190570286667,3.459368115218861,2.2430365742220832,4.724997162613324,4.014138620089934,3.3184350495323405
9,1.2902643273167334,17.07261262245162,1.2084363924134633,8.274283108171685,4.7910449134923585,6.861551766893202,4.76151634730337,3.1535992500746555,1.7677307774588513,3.2322378854317644,3.114370012669892,4.418747346518016,5.000067403971673,3.3184350495323405
10,1.2902643273167334,17.368242278251646,1.9334982278615414,8.383634867310517,5.389925527678904,7.351662607385574,4.713581618974813,3.32379349531678,1.7677307774588513,4.158230360717621,2.4802808272648034,5.468746715987643,4.464848921293014,4.795059258175918
11,1.2902643273167334,17.392878082901646,1.3248043413125374,8.45653604006974,5.030597159166977,6.651504263825043,3.5152134107608775,2.432776564343306,2.0891363733604607,2.7430343135826325,2.156765936752003,5.118746926164434,3.9718845293521454,4.064685993685546
12,1.2902643273167334,16.937115696876603,1.5485888584261418,8.784591317486239,4.7910449134923585,6.231409257688724,4.15434312180831,2.7631536286368408,2.330190570286667,3.162351660881888,2.415577849162243,5.031246978708631,4.084562104652916,4.191707430988219
13,1.2902643273167334,18.16890592937672,1.5485888584261418,8.711690144727017,3.4136195008633057,6.3714409264008305,4.9532552606176,3.694216264373168,3.4551101559423,4.909507274628788,2.3293072116921634,5.468746715987643,3.845122257138779,3.651866322451858
